2023-09-28 22:00:01,18.773,23.190,55.992
2023-09-28 22:15:00,17.486,22.360,40.414
2023-09-28 22:30:01,17.155,30.562,76.944
2023-09-28 22:45:01,17.093,24.126,74.477
2023-09-28 23:00:01,17.274,22.711,76.682
2023-09-28 23:15:00,19.322,22.640,37.562
2023-09-28 23:30:01,19.679,21.635,36.466
2023-09-28 23:45:01,17.129,26.761,76.758
2023-09-29 00:00:02,19.806,21.695,38.927
2023-09-29 00:15:01,16.303,21.704,31.439
2023-09-29 00:30:01,17.181,21.589,30.797
2023-09-29 00:45:01,20.280,21.721,73.913
2023-09-29 01:00:01,18.859,21.487,35.972
2023-09-29 01:15:01,20.239,21.392,28.507
2023-09-29 01:30:01,20.254,21.550,35.900
2023-09-29 01:45:01,17.247,21.485,35.967
2023-09-29 02:00:01,20.295,21.416,30.383
2023-09-29 02:15:01,18.931,21.291,27.770
2023-09-29 02:30:02,20.285,21.357,30.956
2023-09-29 02:45:01,20.351,21.399,29.208
2023-09-29 03:00:01,17.538,21.445,29.970
2023-09-29 03:15:01,17.215,21.466,34.276
2023-09-29 03:30:02,18.497,21.425,30.409
2023-09-29 03:45:01,18.842,21.477,44.874
2023-09-29 04:00:01,20.172,21.587,58.273
2023-09-29 04:15:01,18.563,21.461,30.555
2023-09-29 04:30:01,20.365,21.634,35.443
2023-09-29 04:45:01,18.127,21.469,28.921
2023-09-29 05:00:01,20.019,21.394,33.135
2023-09-29 05:15:01,18.989,21.480,35.496
2023-09-29 05:30:01,20.365,21.407,32.716
2023-09-29 05:45:01,17.460,21.623,31.025
2023-09-29 06:00:01,18.334,21.537,30.450
2023-09-29 06:15:01,18.456,21.665,36.353
2023-09-29 06:30:02,17.868,21.774,53.650
2023-09-29 06:45:01,20.267,21.863,91.349
2023-09-29 07:00:01,17.749,21.826,36.893
2023-09-29 07:15:01,16.954,21.823,36.692
2023-09-29 07:30:01,16.579,21.790,31.709
2023-09-29 07:45:01,19.383,21.792,42.051
2023-09-29 08:00:01,20.257,21.543,29.722
2023-09-29 08:15:01,20.197,21.560,30.748
